,alpha_gross_units,units,abs_pct_err,abs_err
C9GYUJS,2.0,4.0,0.6666666666666666,2.0
CAAXUVV,0.0,0.0,0.0,0.0
CAB8FFU,0.0,0.0,0.0,0.0
CAVHGDN,0.0,0.0,0.0,0.0
CAVYQ7V,8.0,24.0,1.7777777777777777,16.0
CB2YZYR,319.0,127.0,0.6,192.0
CBRSQZ8,0.0,0.0,0.0,0.0
CCTB7BA,0.0,0.0,0.0,0.0
CD25ZU5,0.0,0.0,0.0,0.0
CDFNTN7,0.0,0.0,0.0,0.0
CFVFXGQ,0.0,0.0,0.0,0.0
CFVMDCX,19014.0,2577.0,0.8644228240862477,16437.0
CFZEGFN,4.0,3.0,0.2,1.0
CGBSJZV,0.0,0.0,0.0,0.0
CGFB9HP,0.0,0.0,0.0,0.0
CGJA6TG,2.0,4.0,0.6666666666666666,2.0
CGJH4NH,0.0,0.0,0.0,0.0
CGRAXZH,0.0,0.0,0.0,0.0
CGSCPYT,8.0,3.0,0.5555555555555556,5.0
CGVVYFQ,0.0,0.0,0.0,0.0
CGZZT2V,47.0,72.0,0.5208333333333334,25.0
CH77U28,364.0,218.0,0.4,146.0
CHBGUSG,0.0,0.0,0.0,0.0
CHBPGGH,1.0,0.0,0.5,1.0
CHFYFZW,0.0,0.0,0.0,0.0
CHHRJS5,0.0,0.0,0.0,0.0
CHMDPRJ,6.0,24.0,2.5714285714285716,18.0
CHRRHD6,0.0,0.0,0.0,0.0
CHUNEYW,7.0,23.0,2.0,16.0
CJBY5YN,0.0,0.0,0.0,0.0
CJMEHBH,0.0,1.0,1.0,1.0
CKTJHYH,35.0,74.0,1.0833333333333333,39.0
CKVMVDG,0.0,0.0,0.0,0.0
CMFKSHV,0.0,0.0,0.0,0.0
CMR8PVE,0.0,0.0,0.0,0.0
CMVJHVU,0.0,0.0,0.0,0.0
CMVPHMZ,0.0,0.0,0.0,0.0
CPHZTQX,0.0,0.0,0.0,0.0
CR8Y6RH,1.0,0.0,0.5,1.0
CR9FRHZ,1.0,0.0,0.5,1.0
CRFFXPB,0.0,0.0,0.0,0.0
CRFTMJS,0.0,0.0,0.0,0.0
CSJNSAY,0.0,0.0,0.0,0.0
CSR7GGH,3012.0,2678.0,0.11085297046133422,334.0
CSRJU2K,0.0,0.0,0.0,0.0
CSST23U,0.0,0.0,0.0,0.0
CTRYJ62,0.0,0.0,0.0,0.0
CTYZHHZ,0.0,0.0,0.0,0.0
CUBAZFA,0.0,0.0,0.0,0.0
CWHA3QF,0.0,0.0,0.0,0.0
CWTXACG,0.0,0.0,0.0,0.0
CWZ2JZB,0.0,0.0,0.0,0.0
CX4UQ3J,3.0,5.0,0.5,2.0
CXFUZZV,0.0,0.0,0.0,0.0
CXFYSBV,0.0,0.0,0.0,0.0
CXMTSGK,409.0,612.0,0.4951219512195122,203.0
CY5ENB6,0.0,0.0,0.0,0.0
CYHF2XH,0.0,1.0,1.0,1.0
CYNSVSE,0.0,0.0,0.0,0.0
CYSY3GW,0.0,0.0,0.0,0.0
CYXTYM9,0.0,0.0,0.0,0.0
CYYA5F5,0.0,0.0,0.0,0.0
CZJ8JVY,5.0,7.0,0.3333333333333333,2.0
CZPCHXG,3.0,1.0,0.5,2.0
CZTGZSH,56.0,1.0,0.9649122807017544,55.0
D2JWWKM,0.0,0.0,0.0,0.0
D3H4MJG,1.0,0.0,0.5,1.0
D3VMXTF,0.0,0.0,0.0,0.0
D4W7SYW,0.0,0.0,0.0,0.0
D5CGGHA,4.0,0.0,0.8,4.0
D7DB2R7,6.0,4.0,0.2857142857142857,2.0
D8HPTPZ,153.0,54.0,0.6428571428571429,99.0
D8HTPZ4,0.0,0.0,0.0,0.0
D8KPJ7K,0.0,0.0,0.0,0.0
D9A6FTC,171.0,55.0,0.6744186046511628,116.0
D9PTHZQ,0.0,0.0,0.0,0.0
DANQNQH,0.0,0.0,0.0,0.0
DAWZEUZ,0.0,0.0,0.0,0.0
DAXGRKN,0.0,0.0,0.0,0.0
DAYPFCM,0.0,0.0,0.0,0.0
DBCN8MK,0.0,0.0,0.0,0.0
DCTDN3G,0.0,0.0,0.0,0.0
DD3QW63,0.0,0.0,0.0,0.0
DDHVKZM,8.0,6.0,0.2222222222222222,2.0
DDUBEPU,0.0,0.0,0.0,0.0
DDWEH8F,0.0,0.0,0.0,0.0
DF3QGGF,0.0,0.0,0.0,0.0
DFBEASK,0.0,0.0,0.0,0.0
DFMEMSJ,0.0,0.0,0.0,0.0
DFSCM9W,0.0,1.0,1.0,1.0
DFVMWGG,0.0,0.0,0.0,0.0
DFYKNQ6,0.0,0.0,0.0,0.0
DG3PZGZ,0.0,0.0,0.0,0.0
DG9GBQ8,7799.0,1997.0,0.7438461538461538,5802.0
DGBHQH6,0.0,0.0,0.0,0.0
DGBZ5GH,102.0,77.0,0.24271844660194175,25.0
DGEXQRA,0.0,0.0,0.0,0.0
DGGZ8Q9,0.0,0.0,0.0,0.0
DGKHJ6M,0.0,0.0,0.0,0.0
DGMMMBD,0.0,0.0,0.0,0.0
DGQSDWS,1.0,0.0,0.5,1.0
DGSC4XF,0.0,0.0,0.0,0.0
DGSNS7Q,4285.0,3747.0,0.12552496500233318,538.0
DGXT2BT,197.0,127.0,0.35353535353535354,70.0
DH5AJYA,0.0,0.0,0.0,0.0
DH5NZGU,0.0,0.0,0.0,0.0
DHBAVV3,32.0,24.0,0.24242424242424243,8.0
DHBW64Z,0.0,0.0,0.0,0.0
DHDKN4X,1732.0,715.0,0.5868436237738026,1017.0
DHJHQGZ,0.0,0.0,0.0,0.0
DHSPSFH,0.0,0.0,0.0,0.0
DHYMUHJ,0.0,0.0,0.0,0.0
DHZQAJH,0.0,0.0,0.0,0.0
DJ5ZJHT,0.0,0.0,0.0,0.0
DJDTHYG,6526.0,1516.0,0.7675808181400338,5010.0
DJFYZZK,0.0,0.0,0.0,0.0
DJZMHA9,0.0,0.0,0.0,0.0
DKHKXFX,908.0,103.0,0.8855885588558856,805.0
DM5RYKJ,0.0,0.0,0.0,0.0
DMG5UYC,0.0,0.0,0.0,0.0
DMJSGFX,0.0,0.0,0.0,0.0
DMKCGQS,0.0,0.0,0.0,0.0
DNJNY7N,340.0,263.0,0.22580645161290322,77.0
DNWAZKZ,0.0,0.0,0.0,0.0
DPB2RP5,0.0,0.0,0.0,0.0
DPB99JY,0.0,0.0,0.0,0.0
DPFKKQT,0.0,0.0,0.0,0.0
DPHYSNX,0.0,0.0,0.0,0.0
DPSHEKZ,0.0,0.0,0.0,0.0
DQ2A3V4,1967.0,792.0,0.5970528455284553,1175.0
DQBD2B4,29026.0,7958.0,0.7258070072690943,21068.0
DR3Y9VY,0.0,0.0,0.0,0.0
DRXHJ8T,0.0,0.0,0.0,0.0
DS3H5S9,0.0,0.0,0.0,0.0
DS8SBXZ,1360.0,479.0,0.6473181484202792,881.0
DSNZGR8,15.0,17.0,0.125,2.0
DTEAHHZ,0.0,0.0,0.0,0.0
DU8EHYV,0.0,0.0,0.0,0.0
DUAAA6S,0.0,0.0,0.0,0.0
DVBNC5Y,4.0,2.0,0.4,2.0
DW5JHYW,1747.0,1152.0,0.3403890160183066,595.0
DW7YR9G,75.0,23.0,0.6842105263157895,52.0
DW84W6G,0.0,0.0,0.0,0.0
DX7QYFT,0.0,0.0,0.0,0.0
DXBQ9BH,158.0,123.0,0.22012578616352202,35.0
DXU7WPD,0.0,0.0,0.0,0.0
DY5FZ7Q,1.0,0.0,0.5,1.0
DY83595,0.0,0.0,0.0,0.0
DYFEJ3H,0.0,0.0,0.0,0.0
DYQKPER,0.0,0.0,0.0,0.0
DYRB8Q9,0.0,0.0,0.0,0.0
DYS3HAF,0.0,0.0,0.0,0.0
DZHMSEY,515.0,602.0,0.1686046511627907,87.0
DZT7HDH,0.0,0.0,0.0,0.0
DZUUYRH,0.0,0.0,0.0,0.0
DZZFKHX,0.0,0.0,0.0,0.0
E3NJBSQ,0.0,0.0,0.0,0.0
E3RKKDX,0.0,0.0,0.0,0.0
E4KRKHX,216.0,110.0,0.48847926267281105,106.0
E4YNGTM,0.0,0.0,0.0,0.0
E4YTGHZ,0.0,0.0,0.0,0.0
E6MGZGT,0.0,0.0,0.0,0.0
E6SGYWC,2.0,1.0,0.3333333333333333,1.0
E86NYTG,440.0,240.0,0.45351473922902497,200.0
E8G2SDV,0.0,0.0,0.0,0.0
E8KJYEQ,0.0,0.0,0.0,0.0
EA5EWEV,0.0,0.0,0.0,0.0
EACGHEE,4.0,8.0,0.8,4.0
EAGFBGK,0.0,0.0,0.0,0.0
EAPRX4Q,0.0,0.0,0.0,0.0
EBGAYFR,0.0,0.0,0.0,0.0
EBUKZX2,2184.0,515.0,0.7638443935926773,1669.0
ECJZ5XA,0.0,0.0,0.0,0.0
EDFBHCE,0.0,0.0,0.0,0.0
EDZJB9Y,16.0,54.0,2.235294117647059,38.0
EEMQUPZ,0.0,0.0,0.0,0.0
EFCJYQF,66.0,34.0,0.47761194029850745,32.0
EFGHVJD,0.0,0.0,0.0,0.0
EFSWASX,1153.0,1161.0,0.006932409012131715,8.0
EFXH3HF,0.0,0.0,0.0,0.0
EG26HZW,1242.0,2351.0,0.8921962992759453,1109.0
EG8ZGCS,0.0,0.0,0.0,0.0
EGDMYQR,1.0,0.0,0.5,1.0
EGUBSXE,0.0,0.0,0.0,0.0
EH8DEFZ,1.0,0.0,0.5,1.0
EHEZD8U,7.0,0.0,0.875,7.0
EHMUUZY,0.0,0.0,0.0,0.0
EHU2GTF,0.0,0.0,0.0,0.0
EHUCZMU,28.0,10.0,0.6206896551724138,18.0
EHWPYZD,0.0,0.0,0.0,0.0
EHZDXDZ,0.0,0.0,0.0,0.0
EJ3G5AA,6.0,5.0,0.14285714285714285,1.0
EJDHHZH,0.0,0.0,0.0,0.0
EJYVBXG,0.0,0.0,0.0,0.0
EMCKRGE,856.0,555.0,0.35122520420070014,301.0
EMTSPWM,39.0,21.0,0.45,18.0
EMUZSBY,5.0,1.0,0.6666666666666666,4.0
EMYJYWC,1306.0,953.0,0.2700841622035195,353.0
EN7YZXJ,0.0,0.0,0.0,0.0
ENTTY9M,0.0,0.0,0.0,0.0
EPEWFYH,0.0,0.0,0.0,0.0
EPGJXE2,0.0,0.0,0.0,0.0
EPH7GMV,0.0,0.0,0.0,0.0
EPHFHWM,0.0,0.0,0.0,0.0
EPJZMHG,0.0,0.0,0.0,0.0
EQM4ZSY,0.0,0.0,0.0,0.0
EQUY4B2,415.0,45.0,0.8894230769230769,370.0
EQXQQM2,0.0,0.0,0.0,0.0
ER2URWX,0.0,0.0,0.0,0.0
ERMXR2C,0.0,0.0,0.0,0.0
ERP6PNS,0.0,0.0,0.0,0.0
ERRQPJH,1.0,4.0,1.5,3.0
ESEZDEW,249.0,156.0,0.372,93.0
ESHAPGA,0.0,0.0,0.0,0.0
ESSZY4W,3074.0,1563.0,0.4913821138211382,1511.0
ESTHKKR,0.0,0.0,0.0,0.0
ETGYFKZ,0.0,0.0,0.0,0.0
ETVHC4H,0.0,0.0,0.0,0.0
ETYGFAT,0.0,0.0,0.0,0.0
ETZN4FK,0.0,0.0,0.0,0.0
EUCNHUM,0.0,0.0,0.0,0.0
EUH6PKS,2.0,0.0,0.6666666666666666,2.0
EV4JU9K,0.0,0.0,0.0,0.0
EVG5PQ3,0.0,2.0,2.0,2.0
EVNPWS2,0.0,0.0,0.0,0.0
EWFGSG2,0.0,0.0,0.0,0.0
EWN8NCN,0.0,0.0,0.0,0.0
EWP7XR2,946.0,745.0,0.2122492080253432,201.0
EWQZ4XU,0.0,0.0,0.0,0.0
EXEHPCM,0.0,0.0,0.0,0.0
EXQSZSV,0.0,0.0,0.0,0.0
EXZ33N7,0.0,0.0,0.0,0.0
EYCTMBU,110.0,60.0,0.45045045045045046,50.0
EYNW7ZR,3208.0,1242.0,0.6126519164848863,1966.0
EZA6Y3C,0.0,5.0,5.0,5.0
EZCPYYY,0.0,0.0,0.0,0.0
EZDAGRK,2.0,0.0,0.6666666666666666,2.0
EZDRUWP,75.0,46.0,0.3815789473684211,29.0
EZH4NHQ,0.0,0.0,0.0,0.0
EZHSGZA,93.0,96.0,0.031914893617021274,3.0
EZK2KUA,0.0,0.0,0.0,0.0
EZNGBHS,0.0,0.0,0.0,0.0
EZRCXRV,0.0,0.0,0.0,0.0
EZTDAPU,3325.0,3031.0,0.08839446782922429,294.0
EZUKWDM,0.0,0.0,0.0,0.0
EZXGGWA,23.0,22.0,0.041666666666666664,1.0
EZZY2YR,1062.0,437.0,0.587958607714017,625.0
F27Y72B,0.0,0.0,0.0,0.0
F29YZ74,0.0,0.0,0.0,0.0
F2DEADS,79.0,85.0,0.075,6.0
F3BYQDH,0.0,0.0,0.0,0.0
F4SXQQG,0.0,0.0,0.0,0.0
F5GFVYD,0.0,0.0,0.0,0.0
F5WS7BT,14.0,7.0,0.4666666666666667,7.0
F68DUG4,0.0,0.0,0.0,0.0
F6STNGF,2.0,2.0,0.0,0.0
F6XQ5ZW,0.0,0.0,0.0,0.0
F7J4XSQ,0.0,0.0,0.0,0.0
F7PPT6Z,0.0,0.0,0.0,0.0
F8BQEYQ,6.0,10.0,0.5714285714285714,4.0
F8F7HJS,1.0,1.0,0.0,0.0
F8HJGS7,183.0,216.0,0.1793478260869565,33.0
F8QK37Q,0.0,0.0,0.0,0.0
F9NZVRA,0.0,0.0,0.0,0.0
F9YHGGC,0.0,0.0,0.0,0.0
FAAATHZ,64.0,78.0,0.2153846153846154,14.0
FAAY8EB,0.0,0.0,0.0,0.0
FAFZYHH,0.0,0.0,0.0,0.0
FAQNSPF,4.0,2.0,0.4,2.0
FASKVUN,0.0,0.0,0.0,0.0
FATCJXH,2.0,1.0,0.3333333333333333,1.0
FBEKWJV,0.0,0.0,0.0,0.0
FBFMZZT,4.0,0.0,0.8,4.0
FBFRP6G,0.0,0.0,0.0,0.0
FBPDZHG,1852.0,238.0,0.8710199676200756,1614.0
FC8SUZZ,20.0,22.0,0.09523809523809523,2.0
FCAHP7C,4.0,5.0,0.2,1.0
FCGVBCK,0.0,0.0,0.0,0.0
FCMQY35,230.0,145.0,0.36796536796536794,85.0
FCQDWMY,0.0,0.0,0.0,0.0
FCZEZCP,0.0,0.0,0.0,0.0
FD4H23B,1.0,0.0,0.5,1.0
FDCWFDZ,0.0,0.0,0.0,0.0
FDPZVZJ,0.0,0.0,0.0,0.0
FDWTEQ4,32.0,31.0,0.030303030303030304,1.0
FDXKFHW,1.0,0.0,0.5,1.0
FE5QHFB,0.0,0.0,0.0,0.0
FE66VCK,0.0,0.0,0.0,0.0
FEDHHUU,0.0,0.0,0.0,0.0
FEFMTGT,0.0,0.0,0.0,0.0
FEZHYE6,0.0,0.0,0.0,0.0
FF8JBAD,34.0,34.0,0.0,0.0
FFHDXZD,33.0,36.0,0.08823529411764706,3.0
FFJKGKE,0.0,0.0,0.0,0.0
FFKHXRC,1.0,0.0,0.5,1.0
FFX9TUN,0.0,0.0,0.0,0.0
FFY7AZW,0.0,0.0,0.0,0.0
FFYGUTP,31.0,27.0,0.125,4.0
FG2CW7S,0.0,0.0,0.0,0.0
FG8VNXS,0.0,0.0,0.0,0.0
FGKA8SG,0.0,0.0,0.0,0.0
FGNUZJA,0.0,0.0,0.0,0.0
FGNXWSN,0.0,0.0,0.0,0.0
FGQ2VPH,0.0,0.0,0.0,0.0
FGSBHJZ,0.0,0.0,0.0,0.0
FGV4MSY,0.0,0.0,0.0,0.0
FGZW2GD,0.0,0.0,0.0,0.0
FHDXMZ4,929.0,113.0,0.8774193548387097,816.0
FHEZYFY,0.0,0.0,0.0,0.0
FHFJKZT,12.0,1.0,0.8461538461538461,11.0
FHHGTZN,0.0,0.0,0.0,0.0
FHJZXWZ,0.0,0.0,0.0,0.0
FHPSSNA,0.0,0.0,0.0,0.0
FHYHDZS,1073.0,411.0,0.6163873370577281,662.0
FJDFGJE,0.0,1.0,1.0,1.0
FJWRHAG,347.0,69.0,0.7988505747126436,278.0
FKPKEKZ,0.0,0.0,0.0,0.0
FKREUVZ,2.0,0.0,0.6666666666666666,2.0
FMGDRHZ,1.0,1.0,0.0,0.0
FMGNNAM,0.0,0.0,0.0,0.0
FMN4RHZ,1.0,4.0,1.5,3.0
FMNET7K,0.0,1.0,1.0,1.0
FMNRX9G,0.0,0.0,0.0,0.0
FMYCHCX,2.0,0.0,0.6666666666666666,2.0
FNNZYZY,0.0,0.0,0.0,0.0
FNPCF5G,0.0,0.0,0.0,0.0
FNPQWKC,0.0,0.0,0.0,0.0
FNZDNMM,0.0,0.0,0.0,0.0
FPBGHPK,0.0,0.0,0.0,0.0
FPTTRHH,0.0,0.0,0.0,0.0
FPVBAGC,0.0,0.0,0.0,0.0
FPYFWZQ,350.0,140.0,0.5982905982905983,210.0
FQHFAZE,0.0,0.0,0.0,0.0
FQR4YCJ,0.0,0.0,0.0,0.0
FRK8FBJ,0.0,0.0,0.0,0.0
FSCZXWG,193.0,118.0,0.3865979381443299,75.0
FSQYBFU,9471.0,1947.0,0.7943412162162162,7524.0
FTHSJTB,82.0,61.0,0.25301204819277107,21.0
FU3MDJ7,272.0,167.0,0.38461538461538464,105.0
FUMPEBY,0.0,0.0,0.0,0.0
FUMUXXW,3.0,4.0,0.25,1.0
FUYVYVA,0.0,0.0,0.0,0.0
FUZXHYW,0.0,0.0,0.0,0.0
FV7PZZV,0.0,0.0,0.0,0.0
FVCGS23,9.0,7.0,0.2,2.0
FVGSHS7,4.0,5.0,0.2,1.0
FVHCQ2X,0.0,0.0,0.0,0.0
FVMYUCZ,2.0,2.0,0.0,0.0
FVSKXZU,0.0,0.0,0.0,0.0
FVXDUZZ,0.0,0.0,0.0,0.0
FVZQYWB,1590.0,1137.0,0.28472658705216847,453.0
FWCZFMK,0.0,0.0,0.0,0.0
FWJESYY,0.0,0.0,0.0,0.0
FWJHRQD,2.0,3.0,0.3333333333333333,1.0
FWV9VDN,0.0,0.0,0.0,0.0
FXT36JJ,0.0,0.0,0.0,0.0
FXZKTTH,0.0,0.0,0.0,0.0
FY5VCAY,0.0,0.0,0.0,0.0
FYFHUHK,0.0,0.0,0.0,0.0
FYGVUUV,0.0,0.0,0.0,0.0
FYJ8KQX,0.0,0.0,0.0,0.0
FYWY7NF,0.0,0.0,0.0,0.0
FZA7BRB,0.0,0.0,0.0,0.0
FZGJKCF,0.0,0.0,0.0,0.0
FZHFGXC,1.0,0.0,0.5,1.0
FZNHMWU,0.0,0.0,0.0,0.0
FZSAF8D,0.0,0.0,0.0,0.0
FZSD86P,0.0,0.0,0.0,0.0
FZTHKHG,17.0,12.0,0.2777777777777778,5.0
FZTYZHJ,0.0,0.0,0.0,0.0
FZVPQAP,0.0,0.0,0.0,0.0
FZWH9EQ,0.0,0.0,0.0,0.0
FZWHGKT,1692.0,1522.0,0.10041346721795628,170.0
FZWMYV6,0.0,0.0,0.0,0.0
FZXEVMQ,0.0,0.0,0.0,0.0
FZXR7PK,863.0,633.0,0.2662037037037037,230.0
G2JD2XT,6911.0,2111.0,0.6944444444444444,4800.0
G2XHZGR,1.0,0.0,0.5,1.0
G4HZ4SH,0.0,0.0,0.0,0.0
G5M9AGS,1.0,0.0,0.5,1.0
G5RJZGW,0.0,0.0,0.0,0.0
G5TRZCH,0.0,0.0,0.0,0.0
G5VRHWN,0.0,0.0,0.0,0.0
G5YVPZV,0.0,0.0,0.0,0.0
G7CKSM4,0.0,0.0,0.0,0.0
G7GHE6M,80.0,12.0,0.8395061728395061,68.0
G7HUZFZ,442.0,227.0,0.4853273137697517,215.0
G7SSK2W,0.0,0.0,0.0,0.0
G7WABES,0.0,0.0,0.0,0.0
G9UNZYH,0.0,2.0,2.0,2.0
G9ZJSG4,142.0,116.0,0.18181818181818182,26.0
G9ZUFZH,0.0,0.0,0.0,0.0
GA6E8XB,0.0,0.0,0.0,0.0
GABFDYQ,14.0,0.0,0.9333333333333333,14.0
GAYANRQ,0.0,1.0,1.0,1.0
GAZRWFT,7.0,0.0,0.875,7.0
GB7FHF4,0.0,0.0,0.0,0.0
GBGHG7U,0.0,0.0,0.0,0.0
GBKYSYN,107.0,79.0,0.25925925925925924,28.0
GCGCU5B,0.0,0.0,0.0,0.0
GCNUHAW,0.0,0.0,0.0,0.0
GCW5PGF,2.0,0.0,0.6666666666666666,2.0
GDJETF2,1.0,1.0,0.0,0.0
GDPZYGH,0.0,0.0,0.0,0.0
GDSWQZN,0.0,0.0,0.0,0.0
GE7EU7H,0.0,0.0,0.0,0.0
GEAMGPW,1.0,0.0,0.5,1.0
GEBGZFC,61.0,42.0,0.3064516129032258,19.0
GEEGXFR,0.0,0.0,0.0,0.0
GEKSCTY,0.0,0.0,0.0,0.0
GETEBVM,1.0,0.0,0.5,1.0
GETUPHE,0.0,0.0,0.0,0.0
GEUXH35,0.0,0.0,0.0,0.0
GF4P6BZ,0.0,0.0,0.0,0.0
GFAYHDE,5.0,7.0,0.3333333333333333,2.0
GFBG8EF,14.0,7.0,0.4666666666666667,7.0
GFBGHFE,0.0,0.0,0.0,0.0
GFCMNY8,0.0,0.0,0.0,0.0
GFCZHUA,0.0,0.0,0.0,0.0
GFERDQB,0.0,0.0,0.0,0.0
GFN9JRN,0.0,0.0,0.0,0.0
GFZNZ9M,173.0,207.0,0.19540229885057472,34.0
GG6KCEP,0.0,0.0,0.0,0.0
GG9PCER,66.0,102.0,0.5373134328358209,36.0
GGE3ZHM,418.0,418.0,0.0,0.0
GGFQWYY,0.0,0.0,0.0,0.0
GGGHJQR,0.0,0.0,0.0,0.0
GGHKHPD,0.0,0.0,0.0,0.0
GGKUFY6,2.0,1.0,0.3333333333333333,1.0
GGKWEU3,4.0,1.0,0.6,3.0
GGQM2CA,437.0,58.0,0.865296803652968,379.0
GGZF8KS,357.0,343.0,0.03910614525139665,14.0
GH3ZZYK,0.0,1.0,1.0,1.0
GH5KHJ9,295.0,17.0,0.9391891891891891,278.0
GHCJFGG,29.0,4.0,0.8333333333333334,25.0
GHF24MM,26.0,92.0,2.4444444444444446,66.0
GHG2QPN,0.0,0.0,0.0,0.0
GHG9Y8X,0.0,0.0,0.0,0.0
GHHADW8,0.0,0.0,0.0,0.0
GHHQENF,0.0,0.0,0.0,0.0
GHHWCEZ,36.0,36.0,0.0,0.0
GHQ9GN7,151.0,89.0,0.40789473684210525,62.0
GHRZSDP,0.0,0.0,0.0,0.0
GHYMGPW,0.0,0.0,0.0,0.0
GHZSHA7,0.0,0.0,0.0,0.0
GHZTMGN,383.0,168.0,0.5598958333333334,215.0
GJBKYNG,0.0,0.0,0.0,0.0
GJCEYNY,13.0,13.0,0.0,0.0
GJCTZNM,16.0,6.0,0.5882352941176471,10.0
GJECSK9,453.0,272.0,0.3986784140969163,181.0
GJGWCXX,0.0,0.0,0.0,0.0
GJJPVBC,28.0,40.0,0.41379310344827586,12.0
GJKWRND,1.0,0.0,0.5,1.0
GJTZQAY,149.0,70.0,0.5266666666666666,79.0
GJUATYD,0.0,0.0,0.0,0.0
GK3VR5T,0.0,0.0,0.0,0.0
GKGHMHD,0.0,0.0,0.0,0.0
GKHPAGU,53.0,48.0,0.09259259259259259,5.0
GKYRYZY,0.0,0.0,0.0,0.0
GM2X5R3,0.0,1.0,1.0,1.0
GM9B4EU,0.0,0.0,0.0,0.0
GMD7GEZ,0.0,0.0,0.0,0.0
GMMBMG4,0.0,0.0,0.0,0.0
GN526X4,0.0,0.0,0.0,0.0
GNAHHRE,0.0,0.0,0.0,0.0
GNGHQM7,127.0,108.0,0.1484375,19.0
GNZDFYG,65.0,53.0,0.18181818181818182,12.0
GPENHHR,0.0,1.0,1.0,1.0
GPG3G2Y,0.0,0.0,0.0,0.0
GPSHEYH,0.0,0.0,0.0,0.0
GQ8H5WF,0.0,0.0,0.0,0.0
GQD7FPV,0.0,0.0,0.0,0.0
GQEHY38,0.0,0.0,0.0,0.0
GQFVBYJ,0.0,0.0,0.0,0.0
GQPZPVE,0.0,0.0,0.0,0.0
GR9N5FW,26.0,35.0,0.3333333333333333,9.0
GRC9YGQ,0.0,0.0,0.0,0.0
GRE3GZN,0.0,0.0,0.0,0.0
GRFRYYQ,0.0,0.0,0.0,0.0
GRHFRJ9,0.0,0.0,0.0,0.0
GRHGTDW,3.0,2.0,0.25,1.0
GRRDBH6,4.0,1.0,0.6,3.0
GRX6UFJ,0.0,0.0,0.0,0.0
GSBVH6U,0.0,0.0,0.0,0.0
GSCNHJF,5.0,8.0,0.5,3.0
GSGXWYQ,43.0,31.0,0.2727272727272727,12.0
GSHJTRA,2.0,1.0,0.3333333333333333,1.0
GSJXCKG,0.0,0.0,0.0,0.0
GSRRWUZ,0.0,0.0,0.0,0.0
GSZGD5B,7.0,2.0,0.625,5.0
GT9QE9U,394.0,259.0,0.34177215189873417,135.0
GTDZPEE,0.0,0.0,0.0,0.0
GTFGFZW,0.0,0.0,0.0,0.0
GTGRBHR,3.0,1.0,0.5,2.0
GTPFWRY,0.0,0.0,0.0,0.0
GTQTBBU,0.0,0.0,0.0,0.0
GTWFSGD,2992.0,1109.0,0.6291346475108587,1883.0
GUATGRT,4211.0,2178.0,0.48266856600189934,2033.0
GUB9YFQ,0.0,0.0,0.0,0.0
GUDPEY4,1.0,1.0,0.0,0.0
GUG4FTZ,3.0,1.0,0.5,2.0
GUMFG4C,41.0,40.0,0.023809523809523808,1.0
GUYRGST,0.0,0.0,0.0,0.0
GV4RAFU,0.0,0.0,0.0,0.0
GV8XHGX,16.0,9.0,0.4117647058823529,7.0
GVECRZK,0.0,0.0,0.0,0.0
GVJYKCQ,0.0,0.0,0.0,0.0
GVNAPYY,170.0,57.0,0.6608187134502924,113.0
GVRYPRZ,0.0,0.0,0.0,0.0
GVVQYZD,0.0,0.0,0.0,0.0
GW3UJWG,0.0,1.0,1.0,1.0
GWBUWEN,0.0,0.0,0.0,0.0
GWDYZQ7,839.0,294.0,0.6488095238095238,545.0
GWKEDCC,0.0,0.0,0.0,0.0
GWZNBYY,0.0,0.0,0.0,0.0
GWZQFUJ,0.0,0.0,0.0,0.0
GX5K3RE,0.0,0.0,0.0,0.0
GX9VRFS,0.0,0.0,0.0,0.0
GXAPF5B,2.0,8.0,2.0,6.0
GXEMMEV,0.0,0.0,0.0,0.0
GXFA8FU,0.0,0.0,0.0,0.0
GXGCRRP,0.0,0.0,0.0,0.0
GXJRBTK,0.0,0.0,0.0,0.0
GXJRDGB,2.0,0.0,0.6666666666666666,2.0
GXPD2JC,0.0,0.0,0.0,0.0
GXTZ4VT,0.0,0.0,0.0,0.0
GXZGMAG,2.0,0.0,0.6666666666666666,2.0
GY6PKBY,0.0,0.0,0.0,0.0
GYD9ETX,4680.0,1108.0,0.7630848109378338,3572.0
GYEA4HT,0.0,0.0,0.0,0.0
GYHNEMB,716.0,631.0,0.11854951185495119,85.0
GYJTN8R,0.0,0.0,0.0,0.0
GYMRSVQ,0.0,0.0,0.0,0.0
GYNUDHW,0.0,0.0,0.0,0.0
GYNZFRM,0.0,0.0,0.0,0.0
GYP3VWJ,0.0,0.0,0.0,0.0
GYSAS9X,0.0,0.0,0.0,0.0
GYU4K4B,0.0,0.0,0.0,0.0
GYVRM6Z,0.0,0.0,0.0,0.0
GYZCSGY,4651.0,3203.0,0.3112639724849527,1448.0
GYZDJZY,1819.0,376.0,0.7928571428571428,1443.0
GYZFGFE,1.0,3.0,1.0,2.0
GZ3GAKT,9166.0,4495.0,0.5095451074506382,4671.0
GZAUZGK,302.0,378.0,0.2508250825082508,76.0
GZBXNGK,0.0,0.0,0.0,0.0
GZCW2FF,0.0,0.0,0.0,0.0
GZFEZHH,0.0,0.0,0.0,0.0
GZH4ZRU,0.0,0.0,0.0,0.0
GZJZPPF,0.0,0.0,0.0,0.0
GZKFHZK,0.0,0.0,0.0,0.0
